"","age","failures","famrel","freetime","goout","Dalc","Walc","health","absences","G3","school_MS","sex_M","address_R","famsize_LE3","Pstatus_A","Medu_College","Fedu_College","Mjob_at_home","Fjob_at_home","reason_home","reason_other","reason_reputation","guardian_father","guardian_other","schoolsup_yes","famsup_no","paid_yes","activities_yes","nursery_no","higher_no","internet_no","romantic_yes","traveltime_TravelGT30Mins","studytime_StudyGT5Hrs"
"159",15,1,3,3,2,1,1,3,2,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"160",15,0,4,3,2,1,1,5,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"161",15,0,2,3,4,2,4,1,6,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0
"162",16,0,3,3,2,2,1,5,16,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"163",15,0,4,5,5,2,5,5,0,11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"164",18,2,2,3,5,2,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"165",16,1,4,4,4,3,5,5,6,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
"166",15,0,4,2,1,2,3,3,2,13,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
"167",19,0,4,5,4,1,1,4,6,11,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"168",17,0,4,2,1,1,1,4,0,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"169",15,0,4,4,4,1,1,1,0,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
"170",17,3,2,2,2,3,3,5,14,10,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"171",18,3,5,2,5,1,5,4,6,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
"172",16,0,4,2,2,1,2,3,4,11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"173",16,1,4,5,5,4,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"174",16,2,4,4,5,3,5,5,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"175",17,1,3,3,2,2,2,5,8,9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
"176",17,2,4,4,4,1,4,3,4,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"177",15,0,4,4,4,2,4,5,2,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"178",16,1,5,3,3,1,4,2,2,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"179",17,0,5,3,5,1,5,5,0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
"180",17,3,4,5,2,1,1,2,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"181",16,0,4,3,5,2,4,4,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"182",16,0,4,2,3,1,1,3,0,18,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"183",16,0,5,1,5,1,1,4,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"184",16,0,4,4,2,1,1,3,0,17,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"185",16,1,3,4,5,2,4,2,4,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
"186",16,0,4,3,2,1,1,3,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"187",17,0,4,4,4,1,3,5,0,10,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"188",16,0,4,3,5,1,1,3,0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"189",16,0,4,4,5,1,1,4,0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"190",17,0,4,4,4,4,4,4,0,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"191",16,0,3,4,4,1,4,5,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
"192",17,0,4,3,4,1,4,4,4,10,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
"193",16,0,4,3,3,3,4,3,8,11,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"194",17,0,5,2,3,1,1,2,4,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"195",16,0,3,4,3,2,3,3,4,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"196",16,0,4,2,3,1,2,3,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"197",17,0,5,4,2,2,3,5,0,17,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"198",17,0,5,3,3,2,3,1,32,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"199",16,0,1,2,2,1,2,1,8,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"200",17,0,4,3,4,2,3,4,6,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"201",16,0,3,3,3,1,2,3,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"202",16,0,4,2,3,1,2,5,0,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"203",17,0,3,3,3,1,3,3,10,14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"204",17,0,3,1,3,1,5,3,6,10,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"205",16,0,4,3,3,1,1,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"206",17,0,5,3,3,1,1,3,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"207",17,0,4,4,4,4,5,5,16,12,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0
"208",16,0,4,3,2,3,4,5,0,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"209",16,0,5,3,3,1,1,3,0,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"210",17,0,4,3,2,1,1,5,8,16,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"211",17,0,5,2,3,1,2,5,4,14,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"212",16,0,3,3,4,3,5,3,16,12,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"213",17,1,4,2,4,2,3,2,30,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",16,0,4,5,2,1,2,3,0,11,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"215",16,0,4,3,5,1,5,2,2,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"216",16,0,4,4,3,1,3,4,4,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"217",17,0,4,4,4,1,3,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"218",17,0,5,3,2,1,2,3,21,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"219",16,0,5,3,5,1,1,5,6,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
"220",17,1,4,4,3,3,4,5,14,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"221",16,0,2,3,3,2,2,4,2,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",16,0,1,3,2,1,1,1,4,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"223",16,0,4,3,2,1,4,5,2,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"224",17,0,4,4,2,1,1,4,0,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"225",19,0,4,3,3,1,2,3,4,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"226",17,0,5,3,5,4,5,3,15,12,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"227",16,0,3,3,4,1,1,4,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"228",18,0,4,4,4,2,4,5,10,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"229",17,0,5,2,1,1,2,3,6,11,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"230",17,0,4,4,4,1,3,1,2,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"231",17,0,3,4,5,2,4,1,16,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"232",18,0,3,2,4,2,4,4,10,10,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"233",17,0,3,3,3,1,4,3,4,13,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"234",17,0,4,3,3,1,1,4,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"235",17,0,4,2,5,1,2,5,0,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"236",17,0,4,3,4,1,1,5,12,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
"237",16,0,2,3,1,1,1,3,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"238",18,3,3,3,3,5,5,4,9,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"239",16,0,5,3,2,1,1,5,4,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"240",18,0,5,3,3,1,1,4,4,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"241",17,0,5,3,4,1,3,3,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"242",17,0,5,3,3,1,3,3,0,11,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"243",18,0,4,3,2,4,5,3,2,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
"244",17,0,3,2,3,1,2,3,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"245",17,0,3,2,3,1,2,3,0,12,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
"246",17,0,4,5,2,1,1,1,0,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"247",17,0,4,5,5,1,3,2,0,13,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"248",16,0,4,2,4,2,4,1,0,14,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"249",16,0,3,4,2,1,1,5,2,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",16,0,5,3,3,1,3,2,0,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
"251",17,0,4,4,2,5,5,4,0,16,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
"252",16,0,4,5,2,1,1,5,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"253",16,0,5,3,3,1,2,5,0,13,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"254",18,1,4,3,3,1,1,3,18,10,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",18,1,5,3,1,1,1,5,16,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"256",18,1,4,1,1,1,1,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"257",18,1,4,4,3,2,2,1,26,8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
"258",17,0,4,2,1,1,2,5,6,9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"259",17,0,5,4,2,1,1,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"260",17,0,4,3,2,1,2,4,10,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"261",16,0,5,3,5,1,2,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"262",17,0,2,1,1,1,1,3,2,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
"263",17,1,5,5,4,1,1,5,14,8,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"264",18,0,5,5,4,3,5,2,16,8,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
"265",17,1,3,1,2,1,1,1,8,10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"266",17,0,4,3,3,1,3,5,4,15,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"267",17,0,4,3,2,1,1,4,4,14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"268",17,0,2,5,5,1,4,5,8,15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"269",17,0,3,3,3,2,3,4,0,12,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",16,0,5,4,5,1,1,3,7,15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"271",16,0,5,3,2,1,2,5,4,15,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"272",17,0,5,3,1,1,4,5,2,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"273",17,0,4,3,3,1,1,1,2,15,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"274",17,0,4,2,2,2,3,5,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"275",17,0,4,3,2,1,1,4,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0
"276",18,0,4,4,4,1,1,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
"277",16,0,4,3,3,1,1,4,7,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"278",17,0,4,3,4,1,2,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"279",17,0,5,2,2,1,1,2,2,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"280",22,3,5,4,5,5,5,1,12,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
"281",18,0,4,3,3,1,3,5,8,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"282",16,0,4,3,2,2,4,5,0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"283",18,0,4,4,5,2,4,5,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"284",16,1,5,3,3,1,3,2,4,10,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"285",18,2,3,2,5,2,5,5,4,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"286",16,0,3,3,2,1,3,3,2,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"287",17,0,4,4,2,2,4,5,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"288",17,1,4,4,4,1,2,5,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"289",18,0,4,3,4,1,3,5,2,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"290",17,0,4,2,3,1,1,4,2,17,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"291",19,0,4,3,3,1,1,5,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",18,1,4,4,5,4,4,5,4,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
"293",17,0,4,3,4,1,3,5,2,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"294",18,0,4,4,3,2,3,3,4,14,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"295",18,0,3,2,3,1,1,5,4,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"296",19,0,4,3,1,1,1,1,4,14,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"297",18,0,5,2,4,1,2,4,2,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"298",17,0,5,2,2,1,1,4,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
"299",17,0,3,4,1,1,1,2,2,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
"300",20,0,1,2,3,1,2,2,8,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
"301",18,0,3,1,2,1,3,2,2,15,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"302",18,0,4,3,2,1,1,3,2,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"303",18,0,5,3,2,1,1,3,2,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
"304",17,0,3,2,3,1,1,4,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
"305",18,0,4,3,3,1,1,3,0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"306",17,0,4,4,4,2,3,4,8,9,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"307",18,0,4,2,5,3,4,1,6,16,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"308",17,0,5,4,4,3,4,5,0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"309",18,0,4,3,4,2,2,4,8,12,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"310",18,0,5,4,5,1,3,5,4,14,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
"311",18,0,4,3,5,1,2,3,12,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"312",19,0,4,3,5,3,3,5,16,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"313",18,0,4,5,5,1,3,2,10,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
"314",18,0,4,4,3,1,1,3,2,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"315",17,0,3,5,2,2,2,1,2,18,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"316",18,0,4,2,5,1,2,1,8,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"317",17,0,4,3,3,1,1,1,6,16,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"318",17,0,4,4,4,2,3,5,6,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"319",18,0,4,1,1,1,1,5,15,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"320",18,0,3,2,4,1,4,3,6,12,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"321",18,1,2,4,4,1,1,4,2,13,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
